sample_index,ciphertext
73,CF454F213014A2AA
74,891A2B5CAC2A8C5F
75,8765F04E7A6FFC7D
76,F839E71FC75C70F3
77,D338B61FFDB8F7BE
78,5B440D5BF33BA090
79,F257981A4AD27A2B
80,059A9096F479BE78
81,0B8D419CB2FD6917
82,18F152A2EE8C79C7
83,17A90FB9FC16D16E
84,5759F79C530595D7
85,711FD8532EB767AB
86,AE58F42FF17A27EB
87,B2C156160A64F182
88,30FF623278E9012A
89,4C357833DB4F21F2
90,32C27C85A531D98F
91,A890BC92F58BEE3C
92,2A65D5C521D4BBF5
93,A5DA30FE78259EA3
94,86757229049EFA8C
95,F40E6483D85D9DF2
96,66DED97CA62347D1
97,3D2D6BF385624614
98,F84A51E50B338F35
99,A9D912861285F9DE
100,4244AC4FBA96BEFE
101,17967C2E4F802738
102,4696149D68DB6DAC
103,5FCDF44CE860327E
104,C947C3B294E3A8D7
105,D7BF727AF743FB77
106,24D2FFD8F60E1329
107,F42C36CF3AFA033A
108,D5ACCDA210696438
109,333759622EEC399E
110,98342A53C8E99FE2
111,1CA3051DA4744FD0
112,27213F6CF0D66283
113,48C3846E5FC4AB16
114,969505B9DB9EF757
115,36483E780B8A1291
116,FF3E27841F7696A2
117,591EA72FB476390F
118,79B98A9343262DAD
119,244EB0437B9815AA
120,47F64CEEEB6A2EBB
121,5C71A139FC3E56D4
122,92AB5784BB05D3B4
123,8A511BEF3E30B906
124,AC173F56745E0FE2
125,A4C3BD76680BF79B
126,071C10786A0FE529
127,92CDCDF35207E9E5
128,C4E21CA2027EEF09
129,91F4BAC0477D4A87
130,1E0514B617E1068C
131,5896632A811A13C4
132,B8938A30D17EE8BB
133,C99D93F65FBB48B7
134,5EACFBDEAAF315C9
135,1B29AB5420FFA66C
136,04C245C8CCD55460
137,8546765E84AC95E6
138,676059BED2810D81
139,96DDEFE6E81B628C
140,1D6643D72C290C6B
141,2968AA7C8F5929BF
142,E00CF4131A1CB285
143,44F2706EF30C642E
144,B0C2DE6517C215CD
145,91C12FEC204D8776
146,B7E053E939C5609D
147,908E91A0C2CBA8B2
148,6FEECCAA1EE66A2B
149,1863C94F92095970
150,A4C84D120D0E9A82
151,8A4A97B6EBA9A7D5
152,4D02187F3496CFC1
153,A26AB9A832410A2B
154,B665230AA13329D1
155,9DB453C635F202E4
156,430C5EC7DCC72A6C
157,843838C27DC0FEE9
158,1B62D0D085BEA0C0
159,B5E7849CC69040F8
160,5FA7E00B4CC1735A
161,FB461D013DA2634A
162,870C8833CBB2869C
163,A529FF705C77C8BB
164,20CF2FADC863248C
165,9A27F146DEB62A94
166,57379A5A548E8E75
167,09B9954D8589A41A
168,D86FFC14D23B4F77
169,A2AA8627858DEEE5
170,F7A50878942D99B7
171,D9CF380422FBF1AF
172,A10CDC2B562E18F5
173,7E5238B7BC9499C1
174,FA6FD03B50A37B8D
175,0BAF383955903DDB
176,DD048D5FFE0C0967
177,A44C4BE66EF15E68
178,A4CF77E4C449899F
179,6DA17F1B60536E3C
180,6961CBFAB518AFB6
181,909E3CAA81B9E829
182,92193E34D4E3E51B
183,39996C306652B2BB
184,CFC515459DB13E46
185,FD476057F2E4B567
186,A71BB3EABBB7B6A8
187,3524BC0E5A318D03
188,79CD2E42C1177A92
189,86C65587D8A14F6C
190,B036D467DF6FA083
191,FEE6E6008176291E
192,4B0006525323BA87
193,19DA43212049756B
194,943F65A3CD7E9D6E
195,0EC4EBDA96584B22
196,B63C2D2B7FE3FEF9
197,4A0C684C9349C791
198,1910292C4F0473A0
199,06BF8A5235684574
200,1B6DAA6B6A5AD466
201,AA4FDC4CAA9CD03D
202,382958729F157A94
203,03BA4461D59DD8B2
204,CF27C0B5EB83220F
205,692C6A878EE8312C
206,89BB81C61C5D1EEC
207,73DEA8D753E1C084
208,A5CAE8394E48E94C
209,F7B07E6F1D53B37A
210,00402B43A30CE14A
211,E82AC4358B77B410
212,951D923914DA9BD5
213,9B6684EA6C9D39C5
214,2DEF550AC8E87D5C
215,3C934FDE8764C6B1
216,72271ADFE866CCD8
217,18D84AAF87EDE2A8
218,4E36757DFD8EED2A
219,745AD6BA2F386E1D
220,A31150ECCB62B5D3
221,536B3949A6E4638C
222,40278C7BFA6A57E8
223,B5808EC8D6D4E079
224,5CA1D5DE03333DF0
225,7BB095A84C099520
226,4D3FAC43D5BD8B62
227,948F137D8DE6C66F
228,3AFE42F203FCA08C
229,8ABC0B4A935E11F1
230,5DD83280252A9195
231,75730E10DD2081CA
232,051D2CD6D313EDD0
233,AA0497E3A6CE5F70
234,4213C85267D169B2
235,955C0CA3FB7BB635
236,99136AC1295B481A
237,FBF8A54EA8C5F861
238,6122E5014DB2BADA
239,C7BCE7C2EF381132
240,A027ACCD0D11FFF6
241,D5193E4A2A0D34A0
242,A90D647520ED1354
243,4C722192F090EDEF
244,68EA04CFEC516D56
245,A1F45B148CD80C94
246,7AA423E4FE2EAD55
247,966EAA220237C5B6
248,6196F9D1AC90A5B9
249,0459BC55B5631FEC
250,CDD31FBC1DD89A5B
251,1F87B22CF141613A
252,33844BB7ED7A35D0
253,DAD3545F45A6E87B
254,294374AF07DFB0BC
255,74C748249DAD07CA
256,015716D89AD68EFF
257,A84D8B3D1BD8DA1E
258,A5BE31108598E602
259,A976A91EBE8E43BC
260,5FCADBD7232A1624
261,E4338F8493056611
262,D536E17B8A13749D
263,D75A16493025E1B9
264,A552ACC028D1AA5D
265,BDAB122E228CB3D4
266,AAB3B0148863D6FA
267,A068976B9D27227E
268,BD72AA6A72E75E7E
269,3DCB91C663A2DE1E
270,DE92FF1F2CE8ABB3
271,C4F82568DD699FE5
272,6B58BF21350D42F4
273,9D438A35CD259C6B
274,9FFCE41EE013E3C5
275,76546865CD5D7405
276,309110063A533054
277,75D5B0E913CF26DA
278,1763E7DD7E86B18C
279,C4399F578142461C
280,2D506014A0C024AB
281,3C65B8EA74EE3F15
282,A1F655B3912F0DB7
283,CD360D92E2EF3731
284,258A923680DC3D9D
285,0AEBF5FB0D668FDA
286,58669ED3304D650E
287,12E47FEDC43D50B0
288,34E40605583F02FB
289,40006DF0F1F8A70D
290,82C2DC9CF15CA9B3
291,EA51594DC3DF8579
292,818D8452B2979468
293,1E16FB8B66D54D18
294,170C811B7901E36D
295,A320775CE60234AC
296,F8D34A1D56C55AB5
297,37D5A70FAFC1E1FC
298,A0189637660F0623
299,24CD5F77E00E78A6
300,D078B2686A4939B3
301,2753F15B13DF98CD
302,B1B6547C01C6894E
303,6E2476B5A5F66C48
304,2F961C1DB1544717
305,8E4BD425A54A14B7
306,D0895988EAC31BE6
307,31BBED7F2FD17E5C
308,2A3440E654E019D4
309,BFEA5B3055607877
310,5CD2A01BECBDCB35
311,6CBB0D13FC073543
312,A47A610015DD5C58
313,A86AC127720B7080
314,10979A2EF8785FB9
315,8374B797A6656730
316,DCEA98DC0AE50204
317,1B173A2150AAD926
318,22ACF183692690C1
319,AA41D300CC682B45
320,8F56A7D22DD043BA
321,0DF0505271F7687B
322,037E097FDC2B9752
323,6BF291CEF5499842
324,050219ABEA0F701A
325,E45839604559F10B
326,C4237F68408298C9
327,C73FE75B45AC4C2E
328,5002F16AA8F4E4B3
329,983CD49B0C7C9A44
330,FE4F06263C50CF2D
331,33FFFDB69F195E75
332,9D9911AAEB225AC0
333,42C33C11D8E60E9B
334,A91F726588706912
335,B1DF9B9E48B7B7D1
336,EBC67E9AFFB078DE
337,E8A3F9BBDCF4970E
338,3102EBAC2FD7E6D6
339,CF927A5B8C7D859B
340,3D6ACA028F18E68F
341,C4207E5771429762
342,074FCBEB55789A6D
343,DF956902EAFAF16F
344,632FB45BDC5BFB21
345,3F9DE542B3A7B28D
346,59F4D6C716A25017
347,150BCF246C1E798F
348,15322769DC396095
349,89D7C5A5872A7913
350,3F1BBDC4E2AB72BF
351,24F66175D310209E
352,2DE9617EDD83F814
353,41100890DCC7D067
354,CA433FE7814F7E9A
355,341AA9054EECB8B7
356,E05287F4431D986F
357,4ABB5F81CD81D8EF
358,33CE336DF1A220DA
359,092935906C72C513
360,1846AF876937C819
361,C447D8A29AF91991
362,AAAD37E4C73932B9
363,5F4FA38B9E0D02A1
364,7E3427CA181D4A83
365,032C10E07445A8F7
366,941D4A7B17445830
367,8E7717C089D25EBB
368,AC5E667459B5F4C5
369,FCE05B9A9A1C5C42
370,7C58CB678DE6F4F5
371,C90BCB257C429C91
372,ED4813B894E3B646
373,9841BF87BA0CF977
374,90A3F932B23C88C8
375,EBFF7D93AFB9D314
376,68650EF70FF30DB5
377,FA6D6B2A66238442
378,9816E7E8619023A0
379,771AF97E33341978
380,D90699AA50FF0BEC
381,DAB9A1347592FBC7
382,315BCA36B5AC3C86
383,7305451F33497C5D
384,2DC614F39B6860DF
385,D66F070A3F639D3A
386,29FA15A719B098A0
387,27F4F057B9E3696A
388,D1968554F7C2FC69
389,19FCC63F504EEF39
390,E562238F6B555853
391,A8F78680BA447C66
392,2A86D2F347AB8EE9
393,C1E3719192766DE1
394,A2F8A9045A0A4EEE
395,A684BB93E23319EC
396,FF343635550F2CAE
397,3ACBE7EED7A2AB6E
398,7A95BD4AB69BA005
399,34A055C3F4E5AF41
400,A7176D5B60F343D9
401,987FE8948D39AE7D
402,C96C3AD50B961FC9
403,474499CB636C8A88
404,D004FCFF05DD619F
405,17DDCCD76BEC04D5
406,4A2288A780BA9C02
407,18921B5C968D5423
408,F3C1D33512CF8543
409,13BF4336247C4AC2
410,2301DE0E9B7A83A2
411,8BA26F4D753B94EA
412,ACD25E672A50DDC0
413,933BE967BB0F63C1
414,E2A1BA258DDA3299
415,E660C91B48C2EF9F
416,E2377314600C84AA
417,EF57EED65671EB48
418,B376D1DE2A5228F1
419,B34A224D9BB08A61
420,6B72887563102DC3
421,1BE0224F58D801CC
422,6B3000D9A2417830
423,D1C5473A3855E259
424,294DE7CE566DEFC0
425,FD2398142FC7B685
426,4EC944B7EF568E76
427,CD7C9BD7610159A9
428,6FF13EBBEF7E514D
429,1EA3C18F5EF52191
430,1D348397C8CEFE7C
431,6180AAE2FF194F01
432,7CC964117B643E83
433,5F7964B1D241B040
434,61E04F30BF637A51
435,615FF42503DB5E77
436,8150750E4BBB8662
437,3ED74E034B71E722
438,4297ABB51935452E
439,831FF967F912A29D
440,16B44B9D47D8EDFA
441,E200CA864A484627
442,A2209BC912128284
443,3BCA158212F8A29E
444,B6888186BFE3685A
445,AF8B59110ACA7D42
446,D0AA2E9706E41B63
447,EB93AF9AB92D8C3F
448,0BD68673CC46CDD6
449,D81FE312556E9D17
450,53A73FB3ABFA20F6
451,60B969A12BB807F3
452,A61FDAD7830F0111
453,30A9A70AB50D5315
454,5217E2ECC023854E
455,9C30D5EBB95BA306
456,9DF07EC09B7009C1
457,3AC3F5C74330F89B
458,6A15BCEC66A703E0
459,B7908BC6B1E0FF30
460,697CA5C57BA590A3
461,0F53B75605242F6C
462,C95A11421940B72D
463,968B7E7E9381F24C
464,DF2F658B7E336717
465,53D66BDBBC3FD215
466,50BCBB028F93DA37
467,B8FE50B628F01F27
468,0AAD45BA8456D861
469,9D8028A2B6D8B934
470,DCF88BF950D0D34A
471,872D5E7B770B7291
472,D1DD60E69736C3FC
473,B28DD5A76C295B2B
474,4578C3AABA61BE38
475,58278789F3B8992D
476,74A630E1E3F381B3
477,EBCEFCEA65354CFE
478,18927720ED907E6E
479,55350CEE0287C8E5
480,41F3FF953E6A2F1A
481,2C31AF011E8532D0
482,830D4E1DB8B21B6D
483,1888F89F04E1E249
484,094BF86AA2838FA4
485,7ABD6D3EC53F3A67
486,32BD7D1E52DCCF4A
487,83A783129E0B2577
488,58622F1E03A22142
489,601F87A929F11453
490,A9C5C9D90B06DF00
491,878D555D803792EC
492,AF34DF22496CD018
493,30989F48E76BC7D8
494,A181E18D3D4F2F8E
495,3FEE11B594B788F5
496,B9D47CFCBBD2EFC1
497,076C31B692591991
498,32BE711AB35E5051
499,91C00C45835B33B4
500,9DB89239E1BA3638
501,EDBC79FBC95DE9F2
502,48ACFD909F927590
503,3F5CAADA8A3C7BFB
504,BDAA2F6679CDE7F6
505,E7F594DC73EF972B
506,3EBF9307B2A2C9AD
507,F44144196198377E
508,2B3A17114B32E25B
509,D9BBDD4BE90B3FE0
510,45E73436A662F4F9
511,83F113246A70CC04
512,11043539248B47F8
513,B52FD11DD1C24C4D
514,831AE34953F96DAF
515,EFD41DF25639FB72
516,4E3FEF26F2D0E4C4
517,A05EBE3FC27323DD
518,ADA807DDBC2778E8
519,C81F4D64115C2DD2
520,BD42D619740E8115
521,D191A53B2BCA5ACC
522,FAAB0B917B1A5FB2
523,CB2E0A27B8929B84
524,C83C356A93A474F3
525,B9CC03F0A4CAA3D5
526,3FFEBB064CDF55F9
527,2732A79CEA814BBA
528,5C5FBB504FDAD826
529,4FD30405A5FBF670
530,ACE068161B1BA3B2
531,01B4EB0F61400516
532,DEC6B7334D63E3BE
533,15C3C1F76637D959
534,20663116B152506A
535,6276B79CA1A86DAA
536,A5278910B8E4F967
537,522EE7694D6DBB14
538,352AC1EFB68094BC
539,2C5269349E41E6A5
540,DE87D50B28B6E86E
541,F3D115C841A0C776
542,15890F34FD8726B5
543,3FD2FEEF7E28612B
544,7798E5CE6E48F01E
545,E4D40E97F9FFE314
546,D19B12517AD03A80
547,8E5F6F19A205F78D
548,E5169C9B2BE0894E
549,F4564CA43553B811
550,67CAD95509F3E7CC
551,78F6A7F3A7535F0C
552,619B295A8C32ECD5
553,FC9F3D2FD86B3ECA
554,2E6AD7617C90303C
555,E1A8C0C2FF9A9131
556,0706594AFC77681B
557,52E3F0FFDCF628A9
558,B6A2B86C35752749
559,B5A476AF24777285
560,9408D3F5C060F8A2
561,7D65B56BFB079A73
562,1AF2426CD35BFADA
563,C5A7198277BBA762
564,F1ED8B5A94114013
565,40EEC2567D59AB15
566,282B5D4FE4FBC89A
567,833C63F9D5A44FF0
568,A5926740F686F7F2
569,FDF06E7024FFEAAA
570,FE066E53E36B13A5
571,CD7FC6077EEF636D
572,B9276A2441A0546D
573,712AA5B7520E1D81
574,E720FB05B20A7248
575,934FB43A1BEA38C3
576,7037A8849E71EB68
577,27D1978EA90BEE35
578,AB63820000B29183
579,8F9FD35FB3E4A493
580,89C38A4AE80210B3
581,B2B252D0A3FD4113
582,E80AB7F09CA3D838
583,20FF12EBFE9D7EF3
584,BCC732CC5B187EA1
585,3DA6DE3B6529B059
586,33F74B340A3A9A00
587,CBDD31CF4F7B719D
588,A117A8D4D91620B4
589,0DE6956B91DD71EB
590,4CEB4C0C397AF448
591,185C700AB0C6F5EA
592,A9AA4BFCF3D9F7A6
593,4099A01F4BC622FA
594,2FC5EE6203BE9E96
595,675947F8F1EF2DE6
596,CDD3EAE7F8DDF3A6
597,0E71984C897C8048
598,3626B26540964C26
599,7A07C1EBB4AF1B86
600,67A0A38FD6B7799B
601,700ED3ACF0FABE9C
602,549C679AC17D95DA
603,4476C4070D2987D6
604,99800D7FB8A7E014
605,C69E789A6ADC447D
606,1FF50E874C863310
607,FF487236094578BF
608,61B256680C55B6A6
609,4F5633CC19DB272A
610,D6B7D9723A06290D
611,A167E0219A1ACC4B
612,A76D27784E3EC8C2
613,EDFFFA26432C19FA
614,A5A96E1A5560F9FC
615,E6A970245FE8A8E6
616,80D72AAE19345708
617,367CA304EC3902CB
618,FF8FEC4C65D9877D
619,24BA0989DD3F30F2
620,C9171C960EF4D512
621,07CB1EA9458789E5
622,1C13C1149BEEB249
623,FCD1635F5FCA620A
624,2203B3C1395C1E2E
625,3F4B563608330BB0
626,0C6AE23F26ADB8AC
627,3088BC5D167B662A
628,19E7BD1F8FBF7A71
629,AB8F345A13EFDED8
630,D34B6D8A542E8DA3
631,28545A2DEED3AAE8
632,45722B7C66F0F09F
633,BD52890237BA1601
634,5502EAD48E9E1F79
635,821663A36C4023A4
636,564ED725EAB0DE4D
637,F9B2D52BCD1EC56E
638,5643303944D5B00D
639,2BF042C7172BB961
640,29163D4C5FC2F7FB
641,B1A6D37B692C6726
642,E3B4D8EB888955B3
643,6A4AF1572B6CB73E
644,45917626EED0B138
645,F112B023421CC817
646,B2467917FF2B5055
647,D92142C4A4397A1C
648,0E80F2262F735076
649,7A777BDD83A2D3D5
650,E3C2656843D3EF93
651,5FE40559F33AA2EB
652,26BA9C05BD83720C
653,8C102BF252A1EF1F
654,57F293ECB16BA8C2
655,E0961BE3EAF7120B
656,5FA88B09CE9EF089
657,AFF2519263F999C5
658,A787A136A50A8901
659,DD0BF250EB55A511
660,AB2348ED9D59C629
661,687B39A00DEC21E4
662,381EC6580883F049
663,1BACFA6BB6E3AB1F
664,88883280879BDB06
665,556723917AB7222E
666,44DFEBDCD1145ACD
667,DAC874224E2B1C05
668,98CEEED76D08C0DD
669,216CD55FC87521EF
670,F733E83C9BA39640
671,7DC694B455B74176
672,37FEFBC524EC9463
673,E2C60BAAD8E23C0C
674,48312B4D940849EA
675,0EF87DAE7FB84E07
676,5D53A3A08A6C940B
677,3A9D392D4F29C6D5
678,1E1A0A5EB93A81F3
679,3A1E6E8AA0150325
680,4142C20AE495A5BD
681,1E63DDC5B7297404
682,DA8B6E5607BC3357
683,2BF90A98E4ACF290
684,5BC17155D49CD612
685,8C1D8BCE0E11B203
686,37BE9CCA4CAF5134
687,29CAD3828FBC3E88
688,853C637BE4650320
689,E9C50AFBBD2EC827
690,66F15D7462B556D8
691,60C78AA8ECD13B00
692,17415E005EEAA214
693,DBDFB85A02E5C946
694,CEC69AE407ECF4C2
695,33A1332C3803C253
696,2BDD499A64DAAF90
697,00BF3DCAC63225B7
698,F86A87B2482051D9
699,81E3173547359416
700,84B95690FF495C9F
701,C3F16E50F141AA04
702,A293C8DF6C0F34A7
703,D8D641A81A5FACCD
704,84D4AE8A70BD5032
705,3A71126657A27D20
706,0A9EF685BFF5AC8D
707,4E423E9FA81788A4
708,FF0E274BF09083D7
709,9928A55D03CB0220
710,306F4DB5989E8C89
711,B97D5EB4C18528C7
712,25EAFF6B8E93228D
713,F8AF8C39CD03D9A1
714,31FC1EBB1E28D05E
715,DA9EDE5D97B6DF03
716,0737FE968E405440
717,AD79462B8E743079
718,28E550BE20B4FC68
719,2D45741FC82BC02B
720,60D207A6100D8625
721,2F0CEACA69188510
722,3045646BB5F3068B
723,547F195041B7C775
724,518CCEB84D0DB47D
725,8A0772EC1538F2DE
726,D2EF30F797AD68BB
727,6DDF4D0BB523383C
728,46E9F52472DB7157
729,7B0B7DCB67B7FBE3
730,7138C6893D5FCD8B
731,5A4473DD39533A9E
732,A949ED2B6BFD01DB
733,54A3A803DED9DD57
734,F796E3FECD98D340
735,606D656791E1ED8A
736,B7228F3F1F8248B4
737,309E6651393505BF
738,F829B70F5508A6D0
739,9A19F1A81D2DF41E
740,0FC2579814239E13
741,D73A52F39FB58508
742,8C2B6B1E774FDE18
743,9181045735070A36
744,AEFED113A78C6911
745,473D1D01C578532D
746,CB9BD785D5094248
747,31278B0B77ABFBDE
748,CD6318E4912996BD
749,F09580179DA5B0B9
750,B4C683A0E8DF5667
751,39EA20A75C39DFAD
752,7CE8E36CB6F240FD
753,29F6ED8AE91E759A
754,087DF0B4127A55F3
755,BC514480FAD01E8B
756,1219CD64D9B5407E
757,87C28C8F8835D52D
758,B1F08FF09C175F22
759,7DFE368DF33E3804
760,9419A524F5C976E1
761,8F35738BD31CC2D1
762,707DDFB07AB0368C
763,66141A1240B44FAD
764,58F26310F6195304
765,5492274589EC6A9F
766,AF7069EB0E611ABB
767,B049A02405514DE7
768,58290F962FF13A80
769,421833FC9D7E9795
770,166619462AEF16DF
771,B23F8EEEEA09A435
772,F10571A2C247A4EF
773,D0BD19B62315CFDE
774,C115DCB067725ECA
775,C6A1E849CBD39A56
776,D284C49BBF2BEA08
777,C29CCF8D5D3C0742
778,CEFDE5EFDD6449A8
779,CA8D44E0A5CD67E8
780,A036AD4FB6D443E0
781,AC989B792452C563
782,15962C1576DB989A
783,3D691BE3473385DB
784,4FCE261EF34355F1
785,5C8DD228766B2226
786,91935D84E47A4840
787,F73A411AA4C737C2
788,914A54B82AE49F31
789,BB7C1C8D89C214E3
790,F9188F798B4AAADD
791,1FE4C7D6B98F58A3
792,4A713113EDE9E612
793,294C2ECBCC4BC928
794,E7AC3D416964FD81
795,218439914479BA77
796,D4BB2B37308C1329
797,17AC9334656D6CDC
798,1ED5EEABCA7DE032
799,F6042EE1EE9A4280
800,D381ABF8754BD16C
801,E403EB2367F98414
802,F9631D0491AB2867
803,E31895A006F880F5
804,FEEBD8F48ED7A9B4
805,B5D3E94311D9FBB6
806,8546145E7A021849
807,F43F03D5FC9ECF67
808,DB7EE5CCBC482C89
809,A0AF429246A0A0AF
810,6A7BE4A9CA604BA5
811,893E1272846EF1CB
812,629CBB3A3FDC34F5
813,D9283BD6F2F59A8A
814,5606476A69876C08
815,4A52600510FC7544
816,E481635F05CA85AE
817,4B9C07F9392D7DCA
818,FA2AEC918671CAAD
819,BFEFDEF9EA8217BE
820,6B4CC1F7954929EF
821,DC42D1354754DFB3
822,6F6836B673F50E0E
823,817F913BB5D17680
824,A30D7E7D3821DB31
825,BE848A677B255FA3
826,8D00420827C13614
827,50C26BBAC2261271
828,0AAC40FB5ECB6483
829,5983993F7EA00877
830,3A471C1988E9316D
831,8C7E1F2FFF7DA91A
832,E5DAEF7169F6D2ED
833,FC357E7CB2D93A68
834,61B9D9B5B603C891
835,F892250777CE6053
836,4C4C1B131C796F26
837,D03AEB5FA67B8BCD
838,55F055937E879F7C
839,9F3A9E26FE37DFC8
840,A218C7285CC89BFA
841,6142D4BD56BA94D5
842,117FF8DAD111ABAC
843,3C4DC39E62C12BEA
844,3B6DC6E399143D37
845,75667C6F26F73835
846,69B930A13F86B96C
847,4469FBD6BDB16DD9
848,310DE938884956A6
849,94DA051D8E540270
850,FE9F5FF39E98B347
851,FB90A8BAAFC84FAB
852,04190485426C0F64
853,CDF274CC012BC0DF
854,195D3A4C3CFAFEB1
855,CEDC2C85795FCC52
856,AB9949F6E9F825C2
857,02B02E48C1E0736D
858,CC00A876CF135AE5
859,0D02B05C28E5A5B7
860,166FE41AC80D94B1
861,FB7E0A6424EC7C74
862,6CAA3889838616AA
863,29BC575F57904D3C
864,31A6C186B4C400C8
865,435A4A2DED185F30
866,68F699BFE3BE3B2E
867,809AF52CD325F8ED
868,D942904305788305
869,229872BF97194EAF
870,724EDBDE75256402
871,BE5EE855563782BF
872,E508778ABAA1FB10
873,F66FF22AF39DC6F5
874,DB97D79DD2C48A74
875,8B58FD423D895670
876,AE4BAB9D0C5BE078
877,898C5106731EB515
878,6EC8F96549EE4688
879,C600E590552D8C08
880,3F12ABEEE0FD815B
881,26C5CDE9636F5D0B
882,6AE7AE660C5DC080
883,1612AFB4B71534DA
884,88275E382F7D9CA4
885,90661144FD008D81
886,22E3063DDAEE3F0F
887,81B959F903BA0BEB
888,2EC7EE34180E7771
889,CA7409151AC32A9A
890,5A1695FE5BC5964E
891,B866233A1243018F
892,175BF9D812B9787D
893,AC855B4757013EF6
894,717F786D6F30DD52
895,445BD208D8D80A03
896,6345DD2FE0B0BEA8
897,1822EE5F50AB7C65
898,8B9C9F4CE28B4FF5
899,2CDB94EBF40E21F3
900,0AD3AF9ADE47E3A2
901,A16854FCFCFB0930
902,C738A41DEC438EC1
903,FC48C71D0D38757D
904,3F29D6E992022C2B
905,7F4C9F26565D38E4
906,38538C3CB8E4A399
907,898AD367E01E4951
908,ABE20BE8E245CE49
909,5B3EAE39FB7EB5DC
910,341CB9014A73DE3F
911,FAEA383BB4FB681D
912,E9F07073DC8450CF
913,CDCA8DA81F9CBD99
914,42F2957DECD8859A
915,F4E1442BAAB1A953
916,3030DE519C65263F
917,6535ADFB19E0731E
918,7447C05304165B36
919,95AD85185BA1AA31
920,83CFC7F49528C7B4
921,39AE3205C8C77516
922,0B1458E42BEDCA4A
923,0C7E0645B93A719E
924,21EEB40613940FDA
925,DA163517D09E5614
926,388B9A7C05763451
927,2D232C6A9845F6BB
928,E4717F34ABAE8F3E
929,1349D614F1DD9164
930,E859A1E5787C11F6
931,C7F4957BE8BC8B32
932,2093FB20ABAD9007
933,898260811F6E78F0
934,884CD700D4B2C4C8
935,B7C504AC18974E25
936,E4EB429AEB763C28
937,A69995FF32C9BF8C
938,3FE5E6647B6FEF4C
939,37F663F67C9CD92A
940,F2ACA9E4653FB932
941,28ACD82734D936F5
942,EBB642D44FFC01A8
943,11A8114A2CD7AB73
944,006C993E5135865F
945,C64E548A221C3906
946,65008CEA70871CD3
947,34EAB7D5C240B4F6
948,475319769B392C01
949,882D99066879C6FE
950,C80D465CE4E856F1
951,A297000E03A7AAA8
952,FD2973316F1C27FA
953,30688F3EDAF4040F
954,FE82CC0475DD0551
955,261AB0A9263C8700
956,34A80BDBF4F96815
957,BFDD88CE79540E30
958,3093414D662B6DBD
959,435CAEF984BD1076
960,4B55C08B6E9C757F
961,0721A90B5574C33F
962,3655B6A072B1E3BD
963,01AACEEDF5999030
964,EB25F96B29F2D149
965,DB38B9F51AD527E5
966,BFA51B38A8451F5F
967,83F8246ED7C9779C
968,91BB2F8B8C5B77D6
969,10247D35AE0C361C
970,B491BA26CC84472D
971,000759A2C6DFC8AD
972,A4879284BC0BEE51
973,62AFBD50F160C819
974,738B63DF9CF10087
975,47722E1A34BCE68F
976,71AB5E9B47029B33
977,332B588120C7261A
978,F75FDF14AD911D15
979,066263CC3FAFAD7E
980,D6CA5513705EEF42
981,D36AB2FCD0F84BB1
982,94B0E1CA5BBF4F54
983,28D2037D1707E93E
984,CAE2E8063FAD6E4B
985,FEF73255408C41F4
986,4237181D795E9999
987,2046FCEBD1FE823C
988,539BF45A142C1022
989,7BBEF4D0BD08452B
